SEQPLT16,PSTATABB,PNAME,LAT,LON,PLPRMFL,NAMEPCAP,PLNGENAN,PLCO2EQA
1512,CA,Riverside RWQCP Fuel Cell,33.961700,-117.455897,OBG,1.40,3691.00,0.00
1513,CA,Riverview Energy Center,38.014423,-121.790679,NG,47.00,18119.00,12057.60
1514,CA,Roaring Creek Water Power,40.882061,-121.948353,WAT,2.00,6441.00,0.00
1515,CA,Robbs Peak,38.896511,-120.378292,WAT,25.50,53967.00,0.00
1516,CA,Robert O Schulz Solar Farm,37.858300,-120.891700,SUN,1.30,2732.00,0.00
1517,CA,Rock Creek,39.905210,-121.345226,WAT,126.00,346829.00,0.00
1518,CA,Rock Creek Dam,39.986944,-121.283055,WAT,3.60,0.00,0.00
1519,CA,Rock Creek LP,38.783420,-120.778506,WAT,3.00,1286.00,0.00
1520,CA,Rockwood,32.955300,-115.536400,NG,49.80,1569.00,1608.57
1521,CA,Rodeo Solar C2,34.713333,-118.289444,SUN,1.50,3715.00,0.00
1522,CA,Rodeo Solar D2,34.713333,-118.289444,SUN,1.50,3788.00,0.00
1523,CA,Rohr Inc a UTC Aerospace Systems Company,32.632500,-117.099700,NG,9.60,21036.00,9519.06
1524,CA,Roll Delano,35.734167,-119.236667,NG,1.10,6409.00,0.00
1525,CA,Roll Delano 2,35.739722,-119.238056,NG,1.00,6234.00,0.00
1526,CA,Roll Lost Hills,35.653056,-119.889722,NG,1.10,7462.00,0.00
1527,CA,Rollins,39.134259,-120.953341,WAT,12.10,74461.00,0.00
1528,CA,Rosamond One,34.900000,-118.246944,SUN,20.00,59218.00,0.00
1529,CA,Rosamond Two,34.900278,-118.238333,SUN,20.00,50132.00,0.00
1530,CA,Roseburg Forest Products Biomass,41.435556,-122.376944,WDS,13.40,66013.00,793.47
1531,CA,Roseville,38.810677,-121.323807,NG,54.80,1003.00,942.35
1532,CA,Roseville Energy Park,38.792800,-121.381100,NG,164.00,389502.00,182708.19
1533,CA,RPI Fuel Cell LLC,34.028611,-117.601388,NG,3.00,3834.00,0.00
1534,CA,Rudy Solar LLC,34.766389,-117.323611,SUN,1.50,4456.00,0.00
1535,CA,Rugged Solar LLC,32.686111,-116.280560,SUN,80.00,0.00,0.00
1536,CA,Rush Creek,37.766954,-119.123284,WAT,13.10,45954.00,0.00
1537,CA,Russell City Energy Company LLC,37.634660,-122.133810,NG,655.00,786946.00,342155.83
1538,CA,Rutan,34.643889,-118.163056,SUN,4.00,4204.00,0.00
1539,CA,Sacramento (SMUD),38.587222,-121.457778,SUN,1.50,2184.00,0.00
1540,CA,Sacramento Fairbain Water Treatment Plan,38.643611,-121.416389,SUN,1.00,1309.00,0.00
1541,CA,Sacramento Power Authority Cogen,38.511000,-121.473500,NG,173.90,842369.00,413436.76
1542,CA,Sacramento Regional County Sanitation PV,38.448604,-121.463690,SUN,3.50,0.00,0.00
1543,CA,Sacramento Soleil LLC,38.449790,-121.164690,SUN,1.00,1683.00,0.00
1544,CA,Saint Agnes Medical Center,36.834700,-119.766700,NG,7.70,27057.00,8162.48
1545,CA,Saint Johns Health Center,34.030318,-118.478440,NG,1.20,13.00,4.94
1546,CA,Salinas River Cogeneration Facility,35.951500,-120.867900,NG,38.90,295739.00,115159.80
1547,CA,Salt Springs,38.497914,-120.218110,WAT,42.00,174893.00,0.00
1548,CA,Salton Sea Power Gen Co - Unit 2,33.158900,-115.645500,GEO,20.00,90269.00,7327.33
1549,CA,Salton Sea Power Gen Co - Unit 3,33.158153,-115.638656,GEO,53.90,302287.00,24537.34
1550,CA,Salton Sea Power Gen Co - Unit 4,33.157000,-115.638600,GEO,47.50,263020.00,21349.94
1551,CA,Salton Sea Power Gen Co Unit 1,33.158000,-115.647500,GEO,10.00,70948.00,5759.01
1552,CA,Salton Sea Power LLC - Unit 5,33.153300,-115.638400,GEO,58.30,328870.00,26695.15
1553,CA,San Antonio Regional Hospital,34.101900,-117.638100,NG,2.70,13911.00,10401.92
1554,CA,San Antonio West Solar Rooftop,33.965617,-117.659059,SUN,1.50,2657.00,0.00
1555,CA,San Diego State University,32.778225,-117.070114,NG,17.60,56648.00,21136.53
1556,CA,San Dimas,34.127500,-117.795800,WAT,9.90,38554.00,0.00
1557,CA,San Dimas Wash Generating Station,34.124171,-117.805091,WAT,1.00,1495.00,0.00
1558,CA,San Fernando,34.260527,-118.385531,WAT,5.60,682.00,0.00
1559,CA,San Francisco Electric Reliability Proj,37.785556,-122.383611,NG,151.50,0.00,0.00
1560,CA,San Francisco Intl Airport Ct Project,37.635833,-122.383888,NG,48.00,0.00,0.00
1561,CA,San Francisquito 1,34.590183,-118.454676,WAT,69.30,68807.00,0.00
1562,CA,San Francisquito 2,34.534337,-118.525113,WAT,42.00,1120.00,0.00
1563,CA,San Gabriel Hydro Project,34.204311,-117.855714,WAT,5.00,855.00,0.00
1564,CA,San Gorgonio 1,34.030376,-116.857142,WAT,1.50,0.00,0.00
1565,CA,San Gorgonio Farms Wind Farm,33.926111,-116.615000,WND,31.00,88967.00,0.00
1566,CA,San Gorgonio Westwinds II LLC,33.934000,-116.578100,WND,43.40,110141.00,0.00
1567,CA,San Gorgonio Windplant WPP1993,33.918395,-116.573906,WND,84.00,187884.00,0.00
1568,CA,San Jacinto Solar,33.834600,-117.130900,SUN,1.50,0.00,0.00
1569,CA,San Joaquin 2,37.203233,-119.497508,WAT,2.80,3389.00,0.00
1570,CA,San Joaquin 3,37.253718,-119.519352,WAT,4.00,480.00,0.00
1571,CA,San Joaquin Cogen,37.806200,-121.277100,NG,46.00,0.00,0.00
1572,CA,San Joaquin Solar,36.527000,-120.149000,SUN,21.50,0.00,0.00
1573,CA,San Jose Cogeneration,37.336113,-121.878332,NG,6.00,34699.00,14975.55
1574,CA,San Onofre Nuclear Generating Station,33.368794,-117.554916,NUC,2254.00,0.00,0.00
1575,CA,Sand Bar Power Plant,38.186100,-120.150000,WAT,16.20,94963.00,0.00
1576,CA,Sand Drag LLC,35.982778,-120.110277,SUN,19.00,40166.00,0.00
1577,CA,Santa Ana 1,34.145220,-117.058481,WAT,3.20,876.00,0.00
1578,CA,Santa Ana 3,34.107245,-117.099091,WAT,3.10,2699.00,0.00
1579,CA,Santa Clara (85C),37.736100,-121.647500,WND,18.00,0.00,0.00
1580,CA,Santa Clara Cogen,37.364297,-121.944238,NG,7.80,45441.00,40306.19
1581,CA,Santa Cruz Energy,36.973333,-122.105556,LFG,1.60,9149.00,0.00
1582,CA,Santa Fe Springs Rooftop Solar BLDG H,33.910833,-118.044444,SUN,1.50,2740.00,0.00
1583,CA,Santa Fe Springs Rooftop Solar BLDG M,33.910833,-118.044444,SUN,1.80,3121.00,0.00
1584,CA,Santa Felicia Dam,34.461667,-118.751100,WAT,1.30,0.00,0.00
1585,CA,Santa Maria Cogen Plant,34.944340,-120.457910,NG,9.00,0.00,0.00
1586,CA,Santa Maria EPG,35.040833,-120.636667,OG,5.50,16039.00,17761.81
1587,CA,Santa Maria LFG Power Plant,34.953700,-120.414200,LFG,1.10,9027.00,0.00
1588,CA,Santa Paula Energy Storage,34.346825,-119.055014,MWH,5.00,0.00,0.00
1589,CA,Santa Rita Jail,37.719167,-121.886944,NG,6.70,0.00,0.00
1590,CA,Santa Rita Jail Fuel Cell,37.719166,-121.886944,NG,1.40,533.00,0.00
1591,CA,Sargent Canyon Cogen Facility,35.935900,-120.840800,NG,38.20,296315.00,117909.64
1592,CA,SC 1 Data Center Phase 2,37.361667,-121.943611,DFO,65.10,186.19,304.89
1593,CA,SCA Cogen II,38.530943,-121.400128,NG,193.40,726503.00,301306.49
1594,CA,Scattergood Generating Station,33.918151,-118.427648,NG,1718.80,1419960.00,1011534.24
1595,CA,SCDA Solar 1,38.690186,-121.586514,SUN,7.00,0.00,0.00
1596,CA,SCE-Snowline-Duncan Road (North),34.473889,-117.562778,SUN,1.50,4003.00,0.00
1597,CA,SCE-Snowline-Duncan Road (South),34.471389,-117.562222,SUN,1.00,2659.00,0.00
1598,CA,SCE-Snowline-White Rd (Central),34.415278,-117.470000,SUN,1.50,3948.00,0.00
1599,CA,SCE-Snowline-White Road (North),34.417500,-117.469722,SUN,1.50,4047.00,0.00
1600,CA,SCE-Snowline-White Road (South),34.413056,-117.470833,SUN,1.50,4086.00,0.00
1601,CA,Scotia Co-gen Humboldt Redwood Company LLC,40.472800,-124.101400,WDS,32.50,77181.00,4318.82
1602,CA,Scott Flat,39.272108,-120.932508,WAT,1.00,3911.00,0.00
1603,CA,SCWA R5 Pond Solar,38.254417,-122.444153,SUN,2.00,0.00,0.00
1604,CA,SDCCD - Miramar,32.906111,-117.121389,SUN,1.10,1363.00,0.00
1605,CA,SDCWA - Twin Oaks,33.210000,-117.170556,SUN,1.10,1894.00,0.00
1606,CA,Second Imperial Geothermal,32.714400,-115.535600,GEO,80.00,165507.00,0.00
1607,CA,SEGS III,35.006940,-117.555768,NG,34.20,55882.00,7285.61
1608,CA,SEGS IV,35.012166,-117.555672,NG,34.20,55331.00,6638.14
1609,CA,SEGS IX,35.033000,-117.338000,NG,92.00,157969.00,11737.55
1610,CA,SEGS V,35.019480,-117.555530,NG,34.20,55842.00,6577.86
1611,CA,SEGS VI,35.020981,-117.566079,NG,35.00,50700.00,7798.64
1612,CA,SEGS VII,35.014836,-117.565903,NG,35.00,41926.00,9243.85
1613,CA,SEGS VIII,35.030800,-117.356300,NG,92.00,156267.00,12694.71
1614,CA,Sentinel Energy Center LLC,33.934167,-116.571388,NG,800.00,449310.00,269143.11
1615,CA,Sepulveda Canyon,34.096900,-118.479500,WAT,8.50,4312.00,0.00
1616,CA,SEPV 1,34.618861,-117.939444,SUN,2.00,5329.00,0.00
1617,CA,SEPV 18,34.613602,-117.934390,SUN,2.00,6352.00,0.00
1618,CA,SEPV 2,34.174167,-116.152778,SUN,2.00,5344.00,0.00
1619,CA,SEPV 8,34.171944,-116.152500,SUN,12.00,33115.00,0.00
1620,CA,SEPV Imperial Dixieland East,32.792038,-115.773448,SUN,2.00,89.00,0.00
1621,CA,SEPV Imperial Dixieland West,32.794110,-115.779317,SUN,3.00,104.00,0.00
1622,CA,SEPV Mojave West,35.022903,-118.282694,SUN,20.00,21637.00,0.00
1623,CA,SEPV Palmdale East,34.613056,-117.938889,SUN,10.00,27371.00,0.00
1624,CA,SEPV9 Power Plant,34.192222,-116.090278,SUN,9.00,24330.00,0.00
1625,CA,Seville 1,33.112500,-116.013900,SUN,20.00,65602.00,0.00
1626,CA,Seville 2,33.110100,-116.005900,SUN,30.00,98659.00,0.00
1627,CA,SF Southeast Cogen Plant,37.739722,-122.392500,OBG,2.10,2723.00,2.04
1628,CA,SF State University,37.723889,-122.477500,NG,1.60,1508.00,0.00
1629,CA,Shafter Solar LLC,35.393333,-119.127778,SUN,20.00,51662.00,0.00
1630,CA,Shasta,40.717455,-122.422274,WAT,714.00,1748041.00,0.00
1631,CA,Shasta Renewable Resources Plant,40.470833,-122.331111,WDS,5.50,0.00,0.00
1632,CA,Shasta Solar Farm,41.031389,-121.422500,SUN,3.00,7692.00,0.00
1633,CA,Shiloh I Wind Project,38.120000,-121.850000,WND,150.00,387131.00,0.00
1634,CA,Shiloh III Wind Project LLC,38.169444,-121.846944,WND,102.50,260264.00,0.00
1635,CA,Shiloh IV Wind Project LLC,38.137488,-121.855342,WND,102.50,282860.00,0.00
1636,CA,Shiloh Wind Project 2 LLC,38.171100,-121.846100,WND,150.00,399427.00,0.00
1637,CA,Sierra Nevada Brewing Co,39.724167,-121.815278,NG,5.20,9632.00,2817.67
1638,CA,Sierra Pacific Anderson Facility,40.473100,-122.320600,WDS,4.00,0.00,0.00
1639,CA,Sierra Pacific Burney Facility,40.876700,-121.701600,WDS,20.00,91026.00,1094.69
1640,CA,Sierra Pacific Lincoln Facility,38.903200,-121.309700,WDS,32.20,81427.00,986.78
1641,CA,Sierra Pacific Loyalton Facility,39.669900,-120.239400,WDS,20.00,0.00,0.00
1642,CA,Sierra Pacific Quincy Facility,39.941165,-120.909211,WDS,27.50,110846.00,1354.52
1643,CA,Sierra Pacific Sonora,37.966389,-120.317777,WDS,7.50,28438.00,354.08
1644,CA,Sierra Solar Greenworks,34.703611,-118.334167,SUN,20.00,44723.00,0.00
1645,CA,Sierra SunTower Solar Gen Station,34.730600,-118.135000,SUN,7.50,0.00,0.00
1646,CA,Signal Hill West Unit,33.811182,-118.175645,OG,5.70,35894.00,27094.38
1647,CA,Silicon Valley Clean Water,37.542619,-122.231119,OBG,1.20,5924.00,0.45
1648,CA,Silver Gate,32.697222,-117.114722,DFO,247.00,0.00,0.00
1649,CA,Siphon Drop Power Plant,32.779200,-114.634400,WAT,4.40,17242.00,0.00
1650,CA,Site 980 65,37.056803,-119.899706,WAT,2.10,3828.00,0.00
1651,CA,SJ/SC WPCP,37.434400,-121.946400,NG,28.40,32039.00,3254.14
1652,CA,Sky River LLC,35.260800,-118.246900,WND,76.90,136626.00,0.00
1653,CA,Slate Creek,40.976859,-122.456251,WAT,4.20,10643.00,0.00
1654,CA,Sly Creek,39.580413,-121.119479,WAT,12.10,34916.00,0.00
1655,CA,SMUD at Fleshman,38.237778,-121.337500,SUN,2.90,5458.00,0.00
1656,CA,SMUD at Grundman,38.364722,-121.412780,SUN,17.00,32147.00,0.00
1657,CA,SMUD at Lawrence,38.338868,-121.431342,SUN,1.00,1541.00,0.00
1658,CA,SMUD at Van Conett,38.253056,-121.278888,SUN,2.90,5485.00,0.00
1659,CA,Sol Orchard El Centro PV,32.803333,-115.546389,SUN,20.00,51276.00,0.00
1660,CA,Solano County Cogen Plant,38.249400,-122.039400,NG,2.80,9942.00,3790.36
1661,CA,Solano Wind,38.116415,-121.769031,WND,228.20,562352.00,0.00
1662,CA,Solar Blythe 2,33.618678,-114.696182,SUN,20.00,0.00,0.00
1663,CA,Solar Gen 2,33.080000,-115.470000,SUN,155.10,418430.00,0.00
1664,CA,Solar Photovoltaic Project #01,34.073206,-117.512842,SUN,2.00,0.00,0.00
1665,CA,Solar Photovoltaic Project #02,33.985244,-117.700826,SUN,1.00,899.00,0.00
1666,CA,Solar Photovoltaic Project #03,34.094279,-117.400113,SUN,1.00,1160.00,0.00
1667,CA,Solar Photovoltaic Project #04,34.071111,-117.520277,SUN,1.50,0.00,0.00
1668,CA,Solar Photovoltaic Project #05,34.086276,-117.230571,SUN,2.50,3967.00,0.00
1669,CA,Solar Photovoltaic Project #06,34.041389,-117.573055,SUN,2.00,3912.00,0.00
1670,CA,Solar Photovoltaic Project #07,34.086111,-117.227500,SUN,2.50,3995.00,0.00
1671,CA,Solar Photovoltaic Project #08,34.041944,-117.565000,SUN,2.50,3580.00,0.00
1672,CA,Solar Photovoltaic Project #09,34.042778,-117.571666,SUN,1.50,1605.00,0.00
1673,CA,Solar Photovoltaic Project #10,34.075000,-117.516944,SUN,2.00,2394.00,0.00
1674,CA,Solar Photovoltaic Project #11,34.075833,-117.241388,SUN,3.50,6247.00,0.00
1675,CA,Solar Photovoltaic Project #12,34.042222,-117.561666,SUN,1.00,0.00,0.00
1676,CA,Solar Photovoltaic Project #13,34.083499,-117.235570,SUN,3.50,6178.00,0.00
1677,CA,Solar Photovoltaic Project #14,34.068333,-117.507222,SUN,1.50,0.00,0.00
1678,CA,Solar Photovoltaic Project #15,34.079167,-117.516666,SUN,3.50,4264.00,0.00
1679,CA,Solar Photovoltaic Project #16,34.085556,-117.233611,SUN,1.50,2383.00,0.00
1680,CA,Solar Photovoltaic Project #17,34.072778,-117.503333,SUN,4.00,5257.00,0.00
1681,CA,Solar Photovoltaic Project #18,34.083333,-117.516388,SUN,2.00,2160.00,0.00
1682,CA,Solar Photovoltaic Project #19,34.086944,-117.516944,SUN,5.00,0.00,0.00
1683,CA,Solar Photovoltaic Project #20,34.089167,-117.203333,SUN,3.50,0.00,0.00
1684,CA,Solar Photovoltaic Project #21,34.075278,-117.553611,SUN,2.50,0.00,0.00
1685,CA,Solar Photovoltaic Project #22,34.080000,-117.211400,SUN,2.00,2800.00,0.00
1686,CA,Solar Photovoltaic Project #23,34.080833,-117.520277,SUN,3.00,4516.00,0.00
1687,CA,Solar Photovoltaic Project #24,34.038333,-117.373055,SUN,4.00,0.00,0.00
1688,CA,Solar Photovoltaic Project #25,34.130556,-117.421944,SUN,4.50,0.00,0.00
1689,CA,Solar Photovoltaic Project #26,34.131214,-117.425324,SUN,6.00,10271.00,0.00
1690,CA,Solar Photovoltaic Project #27,34.131111,-117.421666,SUN,3.00,3188.00,0.00
1691,CA,Solar Photovoltaic Project #28,34.094167,-117.274166,SUN,4.00,5543.00,0.00
1692,CA,Solar Photovoltaic Project #30,34.064722,-117.425833,SUN,1.50,0.00,0.00
1693,CA,Solar Photovoltaic Project #31,34.086667,-117.565833,SUN,1.00,0.00,0.00
1694,CA,Solar Photovoltaic Project #32,34.031667,-117.571944,SUN,1.50,2443.00,0.00
1695,CA,Solar Photovoltaic Project #33,34.032500,-117.569166,SUN,1.00,1507.00,0.00
1696,CA,Solar Photovoltaic Project #40,34.855556,-116.866944,SUN,10.00,0.00,0.00
1697,CA,Solar Photovoltaic Project #41,34.855556,-116.866944,SUN,10.00,0.00,0.00
1698,CA,Solar Photovoltaic Project #42,36.028056,-119.074722,SUN,5.00,8781.00,0.00
1699,CA,Solar Photovoltaic Project #44,33.839167,-117.220833,SUN,8.00,12288.99,0.00
1700,CA,Solar Photovoltaic Project #45,33.868900,-116.557500,SUN,6.00,0.00,0.00
1701,CA,Solar Photovoltaic Project #47,32.833300,-118.230600,SUN,1.00,0.00,0.00
1702,CA,Solar Photovoltaic Project #48,34.081111,-117.228056,SUN,5.00,6954.00,0.00
1703,CA,Solar Star 1,34.818100,-118.403600,SUN,318.00,679158.00,0.00
1704,CA,Solar Star 2,34.848611,-118.352778,SUN,279.00,767848.00,0.00
1705,CA,Solar Star California II LLC,38.516389,-121.475280,SUN,2.00,3886.00,0.00
1706,CA,Solar Star California XLI LLC,34.839012,-118.386843,SUN,54.00,15428.00,0.00
1707,CA,Solar Star California XLIV LLC,34.511889,-117.922819,SUN,9.50,913.00,0.00
1708,CA,Solverde 1,34.655694,-118.298166,SUN,85.00,3104.00,0.00
1709,CA,Sonoma California Geothermal,38.790300,-122.755900,GEO,78.00,242482.00,29130.60
1710,CA,Sonoma Central Landfill Phase I,38.301700,-122.748900,LFG,3.20,15849.00,0.00
1711,CA,Sonoma Central Landfill Phase II,38.301700,-122.748900,LFG,3.20,15460.00,0.00
1712,CA,Sonoma Central Landfill Phase III,38.301700,-122.748900,LFG,1.60,0.00,0.00
1713,CA,Sonoma County Fuel Cell,38.466666,-122.723436,NG,1.40,4663.00,0.00
1714,CA,Sonora 1,37.889753,-120.528723,SUN,1.50,3790.00,0.00
1715,CA,Sonoran Energy Project,33.613336,-114.688683,NG,553.00,0.00,0.00
1716,CA,South,40.395396,-121.879186,WAT,6.70,20390.00,0.00
1717,CA,South Bay Fuel Cell Plant,32.543333,-117.067778,OBG,1.50,5561.00,0.00
1718,CA,South Belridge Cogeneration Facility,35.438611,-119.707500,NG,94.20,428921.00,145747.08
1719,CA,Southeast Kern River Cogen,35.420600,-118.964400,NG,30.80,137714.00,43959.33
1720,CA,Southeast Resource Recovery,33.759236,-118.239922,MSW,35.60,159898.00,107115.78
1721,CA,Southern Owens Valley Solar Ranch,36.797739,-118.083801,SUN,200.00,0.00,0.00
1722,CA,Spadra Landfill Gas to Energy,34.040800,-117.821700,LFG,10.60,0.00,0.00
1723,CA,Spaulding 1,39.324613,-120.644807,WAT,7.00,16756.00,0.00
1724,CA,Spaulding 2,39.324592,-120.645375,WAT,3.70,948.00,0.00
1725,CA,Spaulding 3,39.337679,-120.635467,WAT,6.60,17352.00,0.00
1726,CA,SPI Anderson 2,40.472283,-122.324205,WDS,30.20,121016.33,1477.48
1727,CA,Spicer Meadow Project,38.391400,-120.000800,WAT,5.90,11470.00,0.00
1728,CA,Spreckels Sugar Company,32.911111,-115.568056,NG,8.90,19369.93,6320.06
1729,CA,Spring Creek,40.628115,-122.467509,WAT,180.00,193724.00,0.00
1730,CA,Spring Gap,38.186530,-120.111680,WAT,6.00,34819.00,0.00
1731,CA,Springbok 3 Solar Farm,35.171153,-118.001652,SUN,90.00,0.00,0.00
1732,CA,Springbok Solar Farm 1,35.249167,-117.955278,SUN,105.00,125680.00,0.00
1733,CA,Springbok Solar Farm 2,35.250031,-117.976847,SUN,155.00,79192.00,0.00
1734,CA,Springs Generating Station,33.930800,-117.293300,NG,40.00,1.00,4.80
1735,CA,Springville Hydroelectric,34.225300,-119.085800,WAT,1.00,1167.00,0.00
1736,CA,SPVP #35,35.743600,-119.223600,SUN,7.00,0.00,0.00
1737,CA,SPVP #46,35.743889,-119.229444,SUN,3.50,0.00,0.00
1738,CA,SRI International Cogen Project,37.455314,-122.172797,NG,6.00,30523.00,10664.65
1739,CA,Stampede,39.470447,-120.104550,WAT,3.60,4982.00,0.00
1740,CA,Stanislaus,38.139048,-120.370325,WAT,81.90,402166.00,0.00
1741,CA,Stanton Energy Reliability Center,33.806801,-117.985758,NG,181.50,0.00,0.00
1742,CA,Staples La Mirada CA,33.881667,-118.017500,SUN,1.10,885.00,0.00
1743,CA,Starbucks - Evolution Fresh,34.093684,-117.551044,NG,1.10,7018.00,0.00
1744,CA,Stateline Solar,35.600000,-115.400000,SUN,299.50,547804.00,0.00
1745,CA,Stony Gorge,39.586864,-122.533248,WAT,5.00,8729.00,0.00
1746,CA,Strata Roof 1,38.643527,-121.505506,SUN,1.00,1652.00,0.00
1747,CA,Stroud Solar Station,36.531389,-120.106944,SUN,20.00,38539.00,0.00
1748,CA,Subregional Water Reclamation Facility,38.368889,-122.765833,OBG,4.40,11057.00,582.52
1749,CA,Summer North Solar,34.723056,-118.289722,SUN,6.50,16543.00,0.00
1750,CA,Summer Solar A2,34.723056,-118.289722,SUN,1.50,3751.00,0.00
1751,CA,Summer Solar B2,34.723056,-118.289722,SUN,1.50,3820.00,0.00
1752,CA,Summer Solar C2,34.723056,-118.289722,SUN,1.50,3841.00,0.00
1753,CA,Summer Solar D2,34.723056,-118.289722,SUN,1.00,2328.00,0.00
1754,CA,Summer Solar LLC,34.714703,-118.311006,SUN,20.00,23385.00,0.00
1755,CA,Sun City Project LLC,35.983056,-120.110277,SUN,20.00,41950.00,0.00
1756,CA,Sun Harvest Solar NDP1,37.057580,-120.653625,SUN,1.50,3954.00,0.00
1757,CA,SunAnza,33.555267,-116.639647,SUN,2.00,0.00,0.00
1758,CA,SunE- E Philadelphia Ontario,34.035270,-117.534100,SUN,1.00,1734.00,0.00
1759,CA,SunE Redlands,34.074270,-117.243629,SUN,1.50,0.00,0.00
1760,CA,SunE Rochester,34.097728,-117.544529,SUN,1.00,0.00,0.00
1761,CA,SunEdison Anheuser Busch Fairfield,38.232108,-122.092706,SUN,1.00,2642.00,0.00
1762,CA,SunEdison Ironwood State Prison,33.567268,-114.917979,SUN,1.00,3722.00,0.00
1763,CA,SunEdison Procter & Gamble Oxnard,34.208900,-119.130000,SUN,1.00,1839.00,0.00
1764,CA,SunEdison Walgreens Moreno Valley,33.867200,-117.230000,SUN,1.00,941.00,0.00
1765,CA,SunEdison Walmart Apple Valley DC,34.597500,-117.200000,SUN,1.00,2398.00,0.00
1766,CA,Sunnyvale City of WPCP,37.419400,-122.015300,LFG,1.60,9855.00,2477.87
1767,CA,Sunray 2,34.863356,-116.827627,SUN,33.80,0.00,0.00
1768,CA,Sunray 3,34.863356,-116.827627,SUN,43.80,0.00,0.00
1769,CA,Sunrise Power Company,35.209700,-119.585000,NG,605.40,3517950.00,1445616.20
1770,CA,Sunset Reservoir North Basin,37.750894,-122.481758,SUN,4.50,6879.00,0.00
1771,CA,Sunshine Gas Producers,34.335678,-118.519188,LFG,23.00,130194.00,0.00
1772,CA,Swanmill Windfarm I,33.942000,-116.661000,WND,18.70,0.00,0.00
1773,CA,Sycamore Cogeneration,35.452577,-118.985313,NG,300.00,1362440.00,479857.91
1774,CA,Sycamore Energy 1,32.857709,-117.028847,LFG,7.20,20668.00,0.00
1775,CA,TA-Acacia LLC,34.689167,-118.324722,SUN,20.00,62028.00,0.00
1776,CA,Taft 26C Cogen,35.113300,-119.470600,NG,12.40,78978.00,23988.95
1777,CA,TA-High Desert LLC,34.708889,-118.304722,SUN,20.00,55872.00,0.00
1778,CA,Tahquitz High School,33.767222,-117.017500,SUN,1.00,1711.00,0.00
1779,CA,Tajiguas Plant,34.438300,-119.939700,LFG,3.00,24829.00,0.00
1780,CA,Taylor Farms,36.505000,-121.451667,WND,1.00,3891.00,0.00
1781,CA,Taylor Farms Salinas,36.657500,-121.623333,NG,1.10,6910.00,0.00
1782,CA,Tehachapi Energy Storage Project,35.123333,-118.380000,MWH,8.00,0.00,0.00
1783,CA,Tehachapi Spindle,35.046111,-118.194722,MWH,20.00,0.00,0.00
1784,CA,Tehachapi Wind Resource I,35.060556,-118.389722,WND,9.30,15248.00,0.00
1785,CA,Tehachapi Wind Resource II,35.106100,-118.311400,WND,37.40,48993.00,0.00
1786,CA,Teichert Materials-Teichert Vernalis,37.616700,-121.356400,WND,1.50,1563.00,0.00
1787,CA,Telephone Flat,41.563300,-121.570800,GEO,49.90,0.00,0.00
1788,CA,Temescal,33.834300,-117.497100,WAT,2.90,16278.00,0.00
1789,CA,Temescal Canyon RV LLC,33.826389,-117.511667,SUN,1.50,2511.00,0.00
1790,CA,Tequesquite Landfill Solar PV Project,33.978190,-117.385140,SUN,7.30,15367.00,0.00
1791,CA,Terminus Hydroelectric Project,36.415600,-119.006900,WAT,20.10,29869.00,0.00
1792,CA,Terra Francesco,34.039722,-117.606667,SUN,1.50,3121.00,0.00
1793,CA,Terra-Gen 251 Wind LLC,35.085300,-118.354700,WND,18.40,22832.00,0.00
1794,CA,Terra-Gen VG Wind LLC,35.116100,-118.378900,WND,7.40,13321.00,0.00
1795,CA,TESLA Power Project,37.725000,-121.566666,NG,1322.00,0.00,0.00
1796,CA,Tesoro Wilmington Calciner,33.776970,-118.228210,WH,34.00,207055.00,0.00
1797,CA,Thermal Energy Development Part LP,37.719939,-121.488670,AB,23.00,0.00,0.00
1798,CA,Thermalito,39.514893,-121.630077,WAT,115.10,0.00,0.00
1799,CA,Thermalito Diverson Dam,39.528749,-121.546359,WAT,3.40,20321.00,0.00
1800,CA,Thomas M Knott Cogen Facility,35.184444,-120.618333,NG,1.40,0.00,0.00
1801,CA,Three Forks Water Power Project,40.199822,-123.523145,WAT,1.30,7702.00,0.00
1802,CA,THUMS,33.768400,-118.214100,NG,57.40,379218.00,226960.26
1803,CA,Tierra Bonita Solar,34.579434,-118.116461,SUN,22.00,0.00,0.00
1804,CA,Tierra Del Sol Solar Farm LLC,32.633056,-116.335280,SUN,45.00,0.00,0.00
1805,CA,Tiger Creek,38.449291,-120.492645,WAT,52.20,269377.00,0.00
1806,CA,Toadtown,39.893491,-121.593380,WAT,1.80,3216.00,0.00
1807,CA,Top Gun Energy Storage,32.876198,-117.167791,MWH,10.00,0.00,0.00
1808,CA,Topaz Solar Farm,35.405556,-120.068611,SUN,585.90,1265760.00,0.00
1809,CA,Torrance Refining Company LLC,33.853360,-118.330000,WH,49.30,67731.00,8963.19
1810,CA,Total Energy Facilities,33.768300,-118.283600,OBG,58.20,153901.00,1020.75
1811,CA,Toyon Power Station,34.146253,-118.304850,LFG,9.00,0.00,0.00
1812,CA,TPC Windfarms LLC,35.050000,-118.257200,WND,28.70,58940.00,0.00
1813,CA,Tracy Combined Cycle Power Plant,37.710700,-121.490600,NG,336.10,326418.00,154790.77
1814,CA,Transamerica Pyramid,37.795556,-122.402778,NG,1.00,3187.00,1057.55
1815,CA,Tres Vaqueros Wind Farms LLC,37.771944,-121.740000,WND,28.30,0.00,0.00
