x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11
65.2643382,35.71754478,56.6667,42.1795,72.04638946,12.91800673,57.31069687,50.48251329,50.2023181,47.212948,51.10031736,38.09569998,65.09904439,27.24155756,60.8065608,27.86831349,52.50008894,51.59435617,82.1443116,33.19522187,62.69126654,30.29037383,47.8499077,48.55662465
66.38870418,38.84474434,59.2308,44.4872,46.59276797,84.97238278,67.96804811,50.45215891,50.27493261,49.62349934,65.40083415,42.61403204,63.05599091,29.70909567,59.06742702,26.78828402,51.83563726,52.33576553,75.68657114,24.74151039,73.42867087,48.57785513,52.26856168,52.8052402
68.19142282,45.16948648,62.3077,46.0256,49.25721834,81.88140323,65.94931927,50.49424079,69.49438031,52.61241071,64.85203983,43.13373484,70.96013623,41.25950129,61.41463372,31.03937506,76.9954121,52.04552865,85.3449645,52.88641987,70.84642611,52.28225333,68.85102158,39.57343427
68.54066245,48.43852634,64.8718,46.7949,42.78176125,12.99118843,55.74709281,50.4789748,69.51933976,47.38453371,63.40380601,44.84749369,69.89581924,43.45375927,68.93436947,31.61989309,77.31060048,51.74673004,83.84465351,58.61606023,71.53901985,45.52180616,65.67639603,35.10931543
67.66143127,51.06858459,67.9487,47.9487,65.4759522,14.27458564,68.40301004,50.49862723,69.52918261,57.84126668,65.37154887,42.69597132,70.59589286,41.96474387,63.06524386,34.23574659,77.92604434,50.31866042,85.66476066,45.54275277,67.62086589,38.00655847,77.74688511,47.37182411
68.67551605,50.46523481,70.5128,53.718,71.96508265,17.71023594,76.69646563,50.49383056,69.4957555,58.78507316,61.9080397,53.19035207,69.64702143,44.04444502,72.27252287,67.64444379,77.25438834,51.46182482,77.93100493,68.69006188,72.47095256,51.12213482,80.35293412,47.80029889
69.08170998,55.4740531,71.5385,60.641,32.14646234,43.48170944,67.21483712,70.26002844,69.19905771,60.41895732,71.826653,65.68623036,77.39298249,63.37145906,75.35988197,75.42161458,76.2431578,52.12368985,73.03183302,73.12057473,64.81223756,62.81091559,60.33758649,63.03495933
69.04871649,66.36604575,71.5385,64.4872,31.8384977,71.81216539,72.30200573,70.22043738,69.55109144,58.40109827,72.65462316,66.87827761,64.40078719,67.44871845,72.83362587,72.11469381,77.08448437,51.9671367,70.1028045,75.68320685,60.85367987,65.49914703,61.65872333,64.10002348
67.30822338,71.59029658,69.4872,69.4872,31.00525826,40.68250301,66.76325739,70.47386171,69.50668432,68.08446679,76.88857816,72.16547208,63.86895983,70.21373883,70.81041484,79.35046183,75.2280532,82.98566202,57.14469469,79.19410259,67.78949616,61.36370155,71.54503899,72.65771633
38.71489941,76.39697782,46.9231,79.8718,80.47089432,49.50214835,51.68030044,89.99702755,50.44411755,75.01329951,43.74461968,71.26796108,56.59442132,86.92700622,45.80193476,81.65826775,50.65835477,83.11447934,46.96246199,78.666559,41.60955727,83.84868656,49.04095664,77.36258327
35.54809488,89.30497584,48.2051,84.1026,71.96416711,41.87428267,53.09655736,89.54024371,50.46722938,90.28146451,39.05424844,83.1190207,56.53133729,87.49981107,45.83502017,82.74259199,50.20336581,82.98265686,50.56493381,79.07729855,53.00302532,84.6747986,51.88688802,80.11360769
36.71067294,86.074967,50,85.2564,78.07942144,93.13331677,42.24229294,89.70857859,50.21088198,80.94177171,39.93167463,79.939188,59.65215837,87.80946159,40.07880645,80.24718526,50.9295477,82.84604113,53.71967657,79.30693617,54.71417106,84.04312807,57.96898144,85.35604573
64.91266244,87.64579606,53.0769,85.2564,41.67759577,30.20126408,56.23387566,89.63530816,50.20540696,90.6405359,39.76282611,76.40596745,56.6365087,85.63749556,51.9829247,82.20438347,50.17867185,83.18462233,54.20023232,79.32500234,44.29166872,82.90944121,54.85566465,83.78339767
66.06413574,89.20866858,55.3846,86.0256,65.95359519,31.14740608,54.68098658,89.96459946,50.43829066,92.35476027,41.32338329,80.2118686,58.672288,90.07716031,57.33790605,84.99951887,50.42269806,82.90990147,47.87519834,78.67585343,49.19172196,85.87622912,54.13319546,83.79399608
64.93592948,87.07213812,56.6667,86.0256,62.93445937,31.9163907,57.90268661,89.61840173,50.37351885,82.21920572,41.78732323,83.98807799,58.22161273,90.41101877,62.33623276,83.2465679,50.46422483,82.93532841,51.47345851,79.159867,53.10138178,84.54765869,51.30882526,80.13639116
67.02655071,76.22251533,56.1538,82.9487,64.37379798,28.86258341,51.82026255,89.8341304,50.25368369,81.74382872,39.75564907,79.65709664,57.91466448,89.95380277,58.50591009,81.74558634,50.44927033,83.96992038,52.75122222,79.29365993,51.59984815,84.81982149,61.12039438,88.70405291
65.31403223,77.93874403,53.8462,80.641,72.50932836,39.54013025,56.82839534,89.58366473,50.25047086,71.95138521,40.7498794,77.20465729,55.31550906,80.25186069,56.24793514,83.51394949,49.92838028,82.99366549,48.562223,78.78238353,54.37972195,84.24035555,55.56386503,85.81037514
64.29521778,84.12585721,51.2821,78.718,30.05228987,96.61754235,58.27227859,69.90027296,50.08705836,73.95187363,43.8568985,77.60984365,54.57572859,77.53628847,55.40652083,80.26667197,50.48801364,83.09951912,53.08124169,79.29725077,46.4807681,83.51821167,55.04412336,83.54141063
38.79801214,74.61063043,50,78.718,28.00332424,46.67219195,51.82812745,70.35264921,50.23107188,80.64738706,42.3678225,73.63827183,54.41309365,78.22908659,53.28396884,84.26359922,49.96490538,83.7083177,56.47538337,79.1678401,53.17465627,84.26056799,50.44418532,78.19588831
34.67575731,79.63759877,47.9487,77.5641,75.40122686,88.63907662,44.84998426,70.39520297,50.20774112,73.11450352,39.46295984,78.4599739,55.0745059,79.81754642,44.67676155,80.23828555,50.75210826,82.9019501,49.57091141,79.03812388,45.27200294,85.23707942,43.827709,71.04705221
30.71926194,58.81206008,29.7436,59.8718,38.98001542,87.32216069,24.27038239,50.48556769,30.49950617,53.61252767,44.51733395,70.36934983,29.43296052,60.80177654,30.01126425,68.14675637,27.42242921,51.43887623,37.6277033,74.55750434,36.03340215,53.37168776,37.79143238,66.85464103
34.10515093,64.12919723,29.7436,62.1795,65.21991355,84.68295493,34.74247144,70.33993489,30.52036124,65.10040907,41.636093,76.24922292,29.42268607,63.06846482,29.74525392,74.40452683,27.6740834,51.30411215,32.26370009,70.3166389,28.27119417,72.84023126,29.29278311,59.79199693
33.42337185,67.09574336,31.2821,62.5641,73.05398996,29.38080856,37.79931493,70.46953588,30.45495589,63.50177878,45.42293218,69.09550167,29.00561416,63.39075133,37.30994835,72.5861552,27.53739532,51.59365408,32.54238034,70.70241721,25.05480608,71.54859792,32.19209695,60.20065091
66.31380967,98.93102704,57.9487,99.4872,34.39836164,59.5444469,49.78694106,89.65804699,50.41647723,97.26969196,42.00285627,97.83761472,58.46183859,90.26532639,61.13594691,82.53756936,52.26334738,94.24932783,52.82501719,85.57813388,64.758887,82.31522364,51.43393552,99.25686729
65.30963145,98.16515684,61.7949,99.1026,43.49045013,40.78254207,59.75149741,89.73193252,69.52506938,93.59805021,76.10562903,95.30498058,57.99780474,92.15990861,61.72061919,85.70569345,51.73728166,92.97911753,58.52828954,78.97870425,63.14452748,85.23669633,67.46413981,95.99996391
65.71407607,99.28376395,64.8718,97.5641,55.13873797,30.72576036,64.77479924,90.13231674,69.5202566,97.19387602,79.20256268,92.40721563,57.54947408,90.74890656,63.60937986,83.36002884,75.87096369,88.38644174,56.26583426,79.25293949,50.42467869,85.17474759,65.15070528,92.50263374
67.59345319,90.95190982,68.4615,94.1026,43.68439343,32.82300987,70.8444476,89.92420902,69.49897007,92.12048993,84.84824409,95.42480453,59.52992846,88.32727415,70.72371623,87.15220752,75.24432621,83.90349738,57.07589242,79.19392254,70.64499626,82.43091876,65.5834277,93.51706094
66.38801732,89.28123047,70.7692,91.0256,35.90360973,91.11186308,70.60594551,90.04206196,69.52861566,91.62208824,81.56447532,83.79290723,58.24939106,92.12968148,75.00639264,82.42583516,75.19829529,83.46230334,54.25640238,79.31386485,63.14904908,83.94685535,69.28897314,99.57959113
67.80618811,91.68817735,72.0513,86.4103,45.37801888,29.16921665,78.64248839,89.55120323,69.49976693,84.47968329,85.4461864,83.07829384,58.02451401,91.69442117,75.09254978,83.43739071,75.70104153,82.91945886,62.68567125,78.17474327,62.82402452,84.96618595,81.26944055,80.63594493
70.96261031,86.51812135,73.8462,83.3333,39.77748287,43.75581895,70.81069225,89.59265401,69.50380137,81.81540562,80.31249138,76.51623895,58.38212449,90.55347607,70.32792918,82.0293547,75.47933966,82.88405139,68.08560586,76.1123175,70.23686952,82.17115106,78.57574484,76.81570309
71.99363717,78.82094807,75.1282,79.1026,38.66446116,33.31723848,66.76994662,70.42337521,69.4875894,81.83598756,80.7662323,79.89606568,62.56675904,77.74393476,70.86333083,79.40817475,75.19456687,82.93211578,65.11812196,77.39918845,70.04273524,80.38502135,74.1867735,74.34420415
72.47983433,80.80068306,76.6667,75.2564,39.04403669,84.67601083,73.33636816,70.31692717,69.51911573,71.11596722,82.67011248,81.71147985,72.17582431,63.12892942,75.77990482,79.88619942,74.82025396,82.96238879,68.7456313,75.79005545,72.57062345,80.97121843,72.62220941,74.52696565
74.07842923,72.95153085,77.6923,71.4103,91.63996144,79.40660306,73.10514816,70.30051188,69.50437629,70.49344382,77.16362548,73.52371896,79.47276157,63.40868612,78.09365907,77.75955818,75.16434049,83.03499717,63.09022514,78.0414095,75.13071604,79.98409314,75.14151959,73.81966846
72.03628802,69.71604842,79.7436,66.7949,47.48813268,85.38993338,74.67825414,70.44531419,69.51257301,61.49756395,74.07070003,68.47956429,80.35770088,63.29543754,76.74576122,71.97336009,75.26335555,82.9452793,77.20458932,69.31214977,83.29390573,70.77843179,75.16866784,73.90044488
72.99818627,59.66564471,81.7949,60.2564,44.59021258,22.03401164,80.24025095,70.35430896,89.49420056,62.23432697,74.11423087,71.92636352,78.75723614,53.33262001,78.46460344,69.74930082,77.75641893,51.15177033,82.03390848,62.68186979,79.66426228,73.93230972,85.32420289,55.38857883
74.81213123,57.58988376,83.3333,55.2564,39.08961455,70.46619408,70.94684907,50.47270179,89.50012405,53.21633062,68.94207546,62.63515058,82.54023959,56.54105229,76.74568485,70.04405726,77.95443505,50.47557897,81.57794592,63.8949255,88.43210253,64.624247,84.0905076,56.30196801
73.02730502,46.27418787,85.1282,51.4103,42.22937838,19.91406841,88.66266381,50.45532602,89.49024625,48.89079655,73.24200233,67.35327113,86.43589719,59.79276181,85.16168219,65.51240471,77.08333777,52.15779927,85.18014328,53.78167666,89.11555901,64.00150664,86.25622382,55.83093038
77.06711193,51.48691819,86.4103,47.5641,37.00038714,60.26427925,84.40595283,50.49486589,89.49778562,46.62990667,71.86701316,34.32915759,79.48868442,53.65167426,91.80835257,34.96559448,76.06355025,52.10465206,84.28682499,57.25616809,89.09219763,57.76819305,92.54879332,42.90190791
75.01713687,46.62244265,87.9487,46.0256,39.05208648,70.65250285,75.98710471,50.49196696,89.50485113,48.42340816,71.56918885,34.69921861,81.53042032,56.02536457,91.88744859,34.76925386,77.68201632,51.16563781,85.62248671,45.02416586,91.72600577,52.62335326,90.34263451,37.7803861
76.66530773,38.44025097,89.4872,42.5641,37.48841474,60.81440485,91.11208542,50.48938939,89.50105265,43.3473437,71.48290969,34.68051699,79.18678857,53.23479185,92.24840166,32.37715443,76.87808198,51.8675623,85.60449902,50.76233791,91.73553876,48.97021089,85.8191629,37.57138618
77.91587423,45.92684338,93.3333,39.8718,69.35955946,65.5213546,98.28812327,30.60391937,89.48884125,40.62509122,78.12852205,23.13923184,77.89905795,51.82245833,91.78253274,34.38429465,76.94850272,51.90751654,84.42478583,38.76141016,91.50788817,53.31265209,90.44181811,40.13311342
73.74204608,39.12098532,95.3846,36.7949,43.54277593,62.46031128,95.06527484,30.50040287,89.50162353,45.81517919,78.78982525,25.59719335,75.13071421,23.37244197,96.08051937,28.0536005,77.86405471,49.66254553,85.57098508,44.56009644,88.2390019,31.47743488,92.01755908,39.91793113
